system;class;lc;rb;fe;lm;nfe;nlm;classification
weka;RemoveWithValues;1;1;1;0;3;0;HetAgg
weka;AbstractAttributeSelectionTest;1;1;1;0;3;0;HetAgg
weka;BinarySparseInstance;1;1;1;0;7;0;HetAgg
weka;BIRCHCluster;1;1;1;0;7;0;HetAgg
weka;XMLBeans;1;1;1;0;3;0;HetAgg
weka;MexicanHat;1;1;1;0;1;0;HetAgg
weka;REPTree;1;1;1;1;3;1;HetAgg
weka;AbstractAssociatorTest;1;0;1;0;1;0;HetAgg
weka;Attribute;1;0;1;0;3;0;HetAgg
weka;Loader;1;1;1;0;1;0;HetAgg
weka;RemoveFrequentValues;1;1;1;0;2;0;HetAgg
weka;EditableBayesNet;1;1;1;0;13;0;HetAgg
weka;LogitBoost;1;1;1;1;2;1;HetAgg
weka;PlotData2D;1;0;1;1;7;1;HetAgg
weka;UserClassifier;1;1;1;1;2;1;HetAgg
weka;RDG1;1;1;1;0;4;0;HetAgg
weka;RemoveMisclassified;1;1;1;0;3;0;HetAgg
weka;BayesNetGenerator;1;1;1;0;3;0;HetAgg
weka;Decorate;1;1;1;0;1;0;HetAgg
weka;BayesNet;1;1;1;0;4;0;HetAgg
weka;CheckOptionHandler;1;1;1;0;3;0;HetAgg
weka;CostSensitiveClassifier;1;1;1;0;1;0;HetAgg
weka;Agrawal;1;1;1;1;1;2;HetAgg
weka;Range;1;0;0;0;0;0;UniqueLC
weka;AdaBoostM1;1;1;1;0;2;0;HetAgg
weka;SimpleCart;1;1;1;0;4;0;HetAgg
weka;AODEsr;1;1;1;1;2;1;HetAgg
weka;StringToWordVector;1;1;1;0;2;0;HetAgg
weka;DataGenerator;1;0;1;1;2;1;HetAgg
weka;FT;1;1;1;0;2;0;HetAgg
weka;WAODE;1;1;1;1;3;1;HetAgg
weka;MultiClassClassifier;1;1;1;1;3;1;HetAgg
weka;KnowledgeFlowApp;1;0;1;0;5;0;HetAgg
weka;LMT;1;1;1;0;1;0;HetAgg
weka;TechnicalInformation;1;0;1;0;1;0;HetAgg
weka;AttributeSelectedClassifier;1;1;0;1;0;1;HetAgg
weka;MathExpression;1;1;1;1;1;1;HetAgg
weka;ClassPanel;1;0;1;0;1;0;HetAgg
weka;BayesianLogisticRegression;1;1;1;1;5;1;HetAgg
weka;Normalize;1;1;1;0;6;0;HetAgg
weka;RandomTree;1;1;1;0;2;0;HetAgg
weka;RacedIncrementalLogitBoost;1;1;1;0;4;0;HetAgg
weka;PredictionAppender;1;0;1;1;1;2;HetAgg
weka;Optimization;1;0;1;0;2;0;HetAgg
weka;XMLSerialization;1;0;1;1;4;1;HetAgg
weka;Discretize;1;1;1;1;14;2;HetAgg
weka;ClassifierPerformanceEvaluator;1;1;1;0;1;0;HetAgg
weka;Plot2D;1;0;1;0;9;0;HetAgg
weka;FindWithCapabilities;1;0;1;1;4;1;HetAgg
weka;PartitionedMultiFilter;1;1;0;1;0;1;HetAgg
weka;NaiveBayes;1;1;1;0;2;0;HetAgg
weka;Id3;1;1;1;0;1;0;HetAgg
weka;TextViewer;1;0;1;0;5;0;HetAgg
weka;XMLDocument;1;0;1;0;1;0;HetAgg
weka;IBk;1;1;1;1;3;2;HetAgg
weka;AddNoise;1;1;1;1;4;1;HetAgg
weka;PostscriptGraphics;1;0;1;0;14;0;HetAgg
weka;NaiveBayesSimple;1;1;1;0;1;0;HetAgg
weka;XMLInstances;1;1;1;0;5;0;HetAgg
weka;PrintableComponent;1;0;1;0;2;0;HetAgg
weka;Indexes;1;0;0;0;0;0;UniqueLC
weka;LBR;1;1;1;1;5;1;HetAgg
weka;Add;1;1;1;0;2;0;HetAgg
weka;LADTree;1;1;1;1;13;1;HetAgg
weka;Classifier;1;0;1;0;7;0;HetAgg
weka;AODE;1;1;1;0;2;0;HetAgg
weka;Instances;1;0;1;0;9;0;HetAgg
weka;LWL;1;1;1;0;1;0;HetAgg
weka;Associator;1;0;1;0;1;0;HetAgg
weka;NumericCleaner;1;1;1;0;2;0;HetAgg
weka;CostMatrix;1;0;1;1;4;1;HetAgg
weka;KStar;1;1;1;0;4;0;HetAgg
weka;Instance;1;0;1;0;9;0;HetAgg
weka;KernelFilter;1;1;1;0;1;0;HetAgg
weka;Filter;1;0;1;0;5;0;HetAgg
weka;RegSMOImproved;1;1;1;1;1;1;HetAgg
weka;BVDecompose;1;0;1;1;1;1;HetAgg
weka;Javadoc;1;0;0;0;0;0;UniqueLC
weka;ClassValuePicker;1;0;1;1;2;1;HetAgg
weka;LovinsStemmer;1;0;1;0;1;0;HetAgg
weka;AttributePanel;1;0;0;0;0;0;UniqueLC
weka;KernelEvaluation;1;0;0;0;0;0;UniqueLC
weka;NormalizableDistance;1;0;1;0;2;0;HetAgg
weka;BFTree;1;1;1;0;4;0;HetAgg
weka;Clusterer;1;0;1;0;5;0;HetAgg
weka;CheckKernel;1;1;1;0;8;0;HetAgg
weka;TargetMetaInfo;1;0;0;0;0;0;UniqueLC
weka;RandomProjection;1;1;1;0;3;0;HetAgg
weka;CheckClassifier;1;1;1;1;10;1;HetAgg
weka;Saver;1;1;1;1;2;1;HetAgg
weka;CheckScheme;1;1;1;0;1;0;HetAgg
weka;ADTree;1;1;1;0;10;0;HetAgg
weka;PMMLFactory;1;0;1;0;1;0;HetAgg
weka;StringKernel;1;1;1;0;2;0;HetAgg
weka;MiningSchema;1;0;0;0;0;0;UniqueLC
weka;J48graft;1;1;1;0;1;0;HetAgg
weka;Node;1;0;1;0;3;0;HetAgg
weka;Debug;1;0;0;0;0;0;UniqueLC
weka;ClusterMembership;1;1;1;1;1;1;HetAgg
weka;ReplaceMissingValues;1;1;1;0;3;0;HetAgg
weka;AddValues;1;1;1;0;2;0;HetAgg
weka;RegSMO;1;1;1;0;1;0;HetAgg
weka;RuleStats;1;0;1;0;1;0;HetAgg
weka;SerializedModelSaver;1;1;1;0;2;0;HetAgg
weka;Wavelet;1;1;1;0;3;0;HetAgg
weka;RegOptimizer;1;0;1;0;1;0;HetAgg
weka;ContingencyTables;1;0;1;0;2;0;HetAgg
weka;Evaluation;1;0;1;1;7;8;HetAgg
weka;PrincipalComponents;1;1;1;1;4;1;HetAgg
weka;InterquartileRange;1;1;1;0;2;0;HetAgg
weka;NNge;1;1;1;0;8;0;HetAgg
weka;ClassDiscovery;1;0;1;1;4;5;HetAgg
weka;PaceMatrix;1;1;1;0;10;0;HetAgg
weka;BVDecomposeSegCVSub;1;0;1;1;1;1;HetAgg
weka;RELAGGS;1;1;1;0;1;0;HetAgg
weka;MetaBean;1;0;1;0;3;0;HetAgg
weka;NominalToBinary;1;1;1;0;12;0;HetAgg
weka;MiddleOutConstructor;1;1;1;0;8;0;HetAgg
weka;JRip;1;1;1;0;5;0;HetAgg
weka;InfoGainAttributeEval;1;1;1;1;1;1;HetAgg
weka;NeuralConnection;1;0;1;0;1;0;HetAgg
weka;StripChart;1;0;1;1;4;1;HetAgg
weka;SpreadSubsample;1;1;1;1;1;1;HetAgg
weka;SqlViewer;1;0;1;0;2;0;HetAgg
weka;GeneticSearch;1;1;1;1;8;4;HetAgg
weka;Winnow;1;1;1;0;2;0;HetAgg
weka;GraphPanel;1;1;0;0;0;0;HetAgg
weka;Ridor;1;1;1;0;4;0;HetAgg
weka;VotedPerceptron;1;1;1;0;2;0;HetAgg
weka;SMOTE;1;1;1;0;1;0;HetAgg
weka;ResultSetHelper;1;0;1;0;3;0;HetAgg
weka;NearestNeighbourSearch;1;0;0;0;0;0;UniqueLC
weka;OneR;1;0;1;0;7;0;HetAgg
weka;SMOreg;1;1;1;1;1;1;HetAgg
weka;IncrementalClassifierEvaluator;1;1;1;0;1;0;HetAgg
weka;CheckAttributeSelection;1;1;1;1;10;1;HetAgg
weka;Resample;1;1;1;1;8;1;HetAgg
weka;BallTree;1;1;1;1;1;1;HetAgg
weka;HierarchyVisualizer;1;1;1;1;4;1;HetAgg
weka;SPegasos;1;1;1;0;4;0;HetAgg
weka;DecisionTable;1;1;1;1;4;1;HetAgg
weka;LeastMedSq;1;1;1;0;3;0;HetAgg
weka;PLSFilter;1;1;1;1;6;1;HetAgg
weka;ReliefFAttributeEval;1;1;1;1;1;3;HetAgg
weka;ClassOrder;1;1;1;1;1;1;HetAgg
weka;DBSCAN;1;1;1;0;3;0;HetAgg
weka;BestFirst;1;1;1;1;2;2;HetAgg
weka;Logistic;1;0;1;0;2;0;HetAgg
weka;AddClassification;1;1;0;0;0;0;HetAgg
weka;ClassAssigner;1;1;1;0;7;0;HetAgg
weka;RankSearch;1;1;0;1;0;1;HetAgg
weka;CoverTree;1;1;1;1;11;1;HetAgg
weka;AttributeSelection;1;1;1;1;3;3;HetAgg
weka;ConjunctiveRule;1;1;1;0;6;0;HetAgg
weka;SubsetSizeForwardSelection;1;1;1;1;1;1;HetAgg
weka;DotParser;1;0;1;0;3;0;HetAgg
weka;FlowRunner;1;0;1;1;1;2;HetAgg
weka;KDTree;1;1;1;0;8;0;HetAgg
weka;PART;1;1;1;0;2;0;HetAgg
weka;OPTICS;1;1;1;0;2;0;HetAgg
weka;GreedyStepwise;1;1;1;1;1;2;HetAgg
weka;SMO;1;1;1;1;3;1;HetAgg
weka;CheckSource;1;0;1;1;2;1;HetAgg
weka;DTNB;1;1;1;1;2;1;HetAgg
weka;IntVector;1;0;1;0;1;0;HetAgg
weka;PaceRegression;1;0;1;0;4;0;HetAgg
weka;ClusterEvaluation;1;0;1;0;2;0;HetAgg
weka;ArffPanel;1;0;1;0;3;0;HetAgg
weka;HierarchicalBCEngine;1;0;1;0;12;0;HetAgg
weka;CfsSubsetEval;1;1;1;1;6;4;HetAgg
weka;ChiSquaredAttributeEval;1;1;1;1;1;1;HetAgg
weka;EM;1;1;1;0;4;0;HetAgg
weka;ArffTableModel;1;0;1;0;2;0;HetAgg
weka;MultilayerPerceptron;1;1;1;0;7;0;HetAgg
weka;ClassifierSubsetEval;1;1;1;0;3;0;HetAgg
weka;DatabaseResultListener;1;1;1;0;2;0;HetAgg
weka;ExhaustiveSearch;1;1;1;1;1;1;HetAgg
weka;ArffViewerMainPanel;1;0;1;0;5;0;HetAgg
weka;LinearRegression;1;1;1;1;10;1;HetAgg
weka;ResultMatrixLatex;1;1;1;1;3;1;HetAgg
weka;AttributeSelectionPanel;1;1;1;1;1;2;HetAgg
weka;XMeans;1;1;1;0;3;0;HetAgg
weka;RaceSearch;1;1;1;1;3;3;HetAgg
weka;LibSVM;1;1;1;0;4;0;HetAgg
weka;VFI;1;0;1;0;3;0;HetAgg
weka;PairedTTester;1;0;1;1;2;1;HetAgg
weka;CrossValidationResultProducer;1;0;1;0;7;0;HetAgg
weka;GaussianProcesses;1;1;1;1;4;1;HetAgg
weka;sIB;1;1;1;0;7;0;HetAgg
weka;ConverterFileChooser;1;0;0;0;0;0;UniqueLC
weka;MILR;1;0;1;0;4;0;HetAgg
weka;ScatterSearchV1;1;1;1;1;7;1;HetAgg
weka;ClustererPanel;1;0;1;1;4;1;HetAgg
weka;FarthestFirst;1;1;1;0;1;0;HetAgg
weka;ResultMatrixPlainText;1;1;1;0;3;0;HetAgg
weka;MIDD;1;0;1;1;3;1;HetAgg
weka;LatentSemanticAnalysis;1;1;1;1;3;1;HetAgg
weka;LibLINEAR;1;1;1;0;5;0;HetAgg
weka;CostSensitiveASEvaluation;1;1;1;0;1;0;HetAgg
weka;HierarchicalClusterer;1;1;1;1;9;4;HetAgg
weka;PropertySheetPanel;1;0;0;0;0;0;UniqueLC
weka;PreprocessPanel;1;0;0;0;0;0;UniqueLC
weka;SimpleLogistic;1;1;1;0;2;0;HetAgg
weka;WrapperSubsetEval;1;1;1;0;1;0;HetAgg
weka;Scanner;1;0;1;1;4;2;HetAgg
weka;AveragingResultProducer;1;0;1;1;2;1;HetAgg
weka;AssociationsPanel;1;0;1;0;1;0;HetAgg
weka;CheckClusterer;1;1;1;1;3;1;HetAgg
weka;MISMO;1;1;1;1;4;1;HetAgg
weka;RandomSearch;1;1;0;1;0;2;HetAgg
weka;InstanceQuery;1;1;1;0;2;0;HetAgg
weka;ThresholdCurve;1;0;1;1;1;2;HetAgg
weka;MIOptimalBall;1;0;1;0;4;0;HetAgg
weka;SVMLightLoader;1;1;0;0;0;0;HetAgg
weka;LFSMethods;1;0;1;1;1;2;HetAgg
weka;ConfusionMatrix;1;1;1;0;4;0;HetAgg
weka;SimpleKMeans;1;1;1;0;1;0;HetAgg
weka;MDD;1;0;1;1;3;1;HetAgg
weka;ClassifierSplitEvaluator;1;0;1;0;1;0;HetAgg
weka;DatabaseSaver;1;1;1;0;8;0;HetAgg
weka;LocalScoreSearchAlgorithm;1;1;1;1;7;2;HetAgg
weka;SVMAttributeEval;1;1;0;1;0;1;HetAgg
weka;AbstractFileSaver;1;1;1;0;1;0;HetAgg
weka;LAGDHillClimber;1;1;1;0;2;0;HetAgg
weka;MakeDensityBasedClusterer;1;1;1;1;1;1;HetAgg
weka;DensityBasedClustererSplitEvaluator;1;0;1;0;1;0;HetAgg
weka;CitationKNN;1;1;1;0;4;0;HetAgg
weka;Ranker;1;1;0;1;0;1;HetAgg
weka;LearningRateResultProducer;1;0;1;0;4;0;HetAgg
weka;HillClimber;1;1;1;0;1;0;HetAgg
weka;C45Loader;1;1;1;1;1;1;HetAgg
weka;LinearForwardSelection;1;1;1;0;2;0;HetAgg
weka;MINND;1;1;1;0;4;0;HetAgg
weka;ClassifierPanel;1;0;1;0;5;0;HetAgg
weka;SVMLightSaver;1;1;1;0;2;0;HetAgg
weka;LiteralSet;1;0;1;0;2;0;HetAgg
weka;MIBoost;1;1;1;0;1;0;HetAgg
weka;DatabaseUtils;1;0;1;1;9;1;HetAgg
weka;Main;1;0;1;0;4;0;HetAgg
weka;MISVM;1;1;1;1;2;1;HetAgg
weka;AbstractFilterTest;1;0;1;1;5;1;HetAgg
weka;RandomSplitResultProducer;1;0;1;1;7;2;HetAgg
weka;M5Base;1;1;0;0;0;0;HetAgg
weka;Rule;1;0;1;1;2;3;HetAgg
weka;DatabaseLoader;1;1;1;0;7;0;HetAgg
weka;TextDirectoryLoader;1;1;1;0;1;0;HetAgg
weka;MIEMDD;1;1;1;0;3;0;HetAgg
weka;Sequence;1;0;0;0;0;0;UniqueLC
weka;Experiment;1;0;0;0;0;0;UniqueLC
weka;AbstractTokenizerTest;1;0;1;0;1;0;HetAgg
weka;LogisticBase;1;1;1;0;2;0;HetAgg
weka;RuleGeneration;1;0;1;1;4;1;HetAgg
weka;AbstractNearestNeighbourSearchTest;1;0;1;0;2;0;HetAgg
weka;CSVLoader;1;1;1;1;1;1;HetAgg
weka;ResultsPanel;1;0;1;1;2;5;HetAgg
weka;RegressionSplitEvaluator;1;0;1;1;1;3;HetAgg
weka;AbstractConverterTest;1;0;1;0;6;0;HetAgg
weka;GenericObjectEditor;1;0;1;0;3;0;HetAgg
weka;DataNearBalancedND;1;1;1;1;3;1;HetAgg
weka;SetupPanel;1;0;0;0;0;0;UniqueLC
weka;Apriori;1;1;1;0;2;0;HetAgg
weka;ICSSearchAlgorithm;1;1;1;1;2;1;HetAgg
weka;ResultHistoryPanel;1;0;1;0;1;0;HetAgg
weka;SearchAlgorithm;1;0;1;0;4;0;HetAgg
weka;CVParameterSelection;1;1;1;0;1;0;HetAgg
weka;ConverterUtils;1;0;1;0;2;0;HetAgg
weka;C45Saver;1;1;1;1;2;1;HetAgg
weka;HierarchyPropertyParser;1;0;1;0;13;0;HetAgg
weka;ResultMatrix;1;0;1;0;4;0;HetAgg
weka;AbstractClustererTest;1;0;0;0;0;0;UniqueLC
weka;Vote;1;1;1;0;3;0;HetAgg
weka;Tertius;1;1;1;1;11;3;HetAgg
weka;RemoteExperiment;1;1;1;1;1;1;HetAgg
weka;SimpleSetupPanel;1;0;1;0;3;0;HetAgg
weka;BIFReader;1;1;1;1;2;1;HetAgg
weka;PredictiveApriori;1;1;1;1;4;1;HetAgg
weka;GUIChooser;1;0;1;0;3;0;HetAgg
weka;AprioriItemSet;1;1;0;1;0;1;HetAgg
weka;AttributeExpression;1;1;0;0;0;0;HetAgg
weka;MarginCalculator;1;0;1;0;3;0;HetAgg
weka;CheckEstimator;1;0;1;1;9;1;HetAgg
weka;GridSearch;1;1;1;0;4;0;HetAgg
weka;BoundaryPanel;1;0;1;0;8;0;HetAgg
weka;Capabilities;1;0;1;1;27;8;HetAgg
weka;C45PruneableClassifierTreeG;1;1;1;0;2;0;HetAgg
weka;FPGrowth;1;1;1;1;3;1;HetAgg
weka;AbstractKernelTest;1;0;1;0;1;0;HetAgg
weka;GenericPropertiesCreator;1;0;1;0;1;0;HetAgg
weka;FTtree;1;1;1;0;1;0;HetAgg
weka;KDDataGenerator;1;0;1;0;1;0;HetAgg
weka;CheckAssociator;1;1;1;0;6;0;HetAgg
weka;Utils;1;0;1;0;13;0;HetAgg
weka;ThresholdSelector;1;1;1;1;7;1;HetAgg
weka;Estimator;1;0;0;1;0;1;HetAgg
weka;PriorEstimation;1;0;1;1;2;1;HetAgg
weka;BoundaryPanelDistributed;1;1;1;0;3;0;HetAgg
weka;Bagging;1;1;0;1;0;1;HetAgg
weka;AbstractClassifierTest;1;0;1;0;2;0;HetAgg
weka;LabeledItemSet;1;1;1;0;1;0;HetAgg
weka;SubspaceCluster;1;1;0;0;0;0;HetAgg
weka;J48;1;1;1;0;1;0;HetAgg
weka;TestInstances;1;0;1;1;1;1;HetAgg
weka;RotationForest;1;1;1;0;4;0;HetAgg
weka;SubspaceClusterDefinition;1;1;1;0;2;0;HetAgg
weka;SingularValueDecomposition;0;0;1;0;1;0;UniqueFE
weka;BinarySMO;0;1;1;0;4;0;HetAgg
weka;BinaryMISMO;0;1;1;0;3;0;HetAgg
weka;OptEng;0;0;1;0;12;0;AggFE
weka;Tree;0;0;1;0;8;0;AggFE
weka;GainRatioAttributeEval;0;1;1;1;2;1;HetAgg
weka;SymmetricalUncertAttributeEval;0;1;1;1;2;1;HetAgg
weka;CNode;0;0;1;0;4;0;AggFE
weka;KStarNumericAttribute;0;1;1;1;4;1;HetAgg
weka;GeneralRegression;0;0;1;1;4;1;HetAgg
weka;ArffReader;0;0;1;0;6;0;AggFE
weka;PlotPanel;0;1;1;0;3;0;HetAgg
weka;NBTreeModelSelection;0;1;1;1;2;2;HetAgg
weka;PairedCorrectedTTester;0;0;1;1;1;1;HetAgg
weka;ComplementNaiveBayes;0;1;1;1;2;1;HetAgg
weka;RipperRule;0;0;1;0;1;0;UniqueFE
weka;Prism;0;1;1;1;3;1;HetAgg
weka;ResultMatrixSignificance;0;1;1;0;2;0;HetAgg
weka;Standardize;0;1;1;0;2;0;HetAgg
weka;AttributeSpacing;0;0;1;0;1;0;UniqueFE
weka;GUI;0;0;1;1;2;1;HetAgg
weka;MIWrapper;0;1;1;0;3;0;HetAgg
weka;RidorRule;0;1;1;0;3;0;HetAgg
weka;Ridor_node;0;1;1;0;1;0;HetAgg
weka;MouseHandler;0;0;1;0;1;0;UniqueFE
weka;MiningFieldMetaInfo;0;0;1;0;1;0;UniqueFE
weka;CaRuleGeneration;0;0;1;1;3;1;HetAgg
weka;RandomCode;0;0;1;0;1;0;UniqueFE
weka;KStarNominalAttribute;0;1;1;1;4;1;HetAgg
weka;CVParameter;0;0;1;0;1;0;UniqueFE
weka;RegressionTable;0;0;1;0;3;0;AggFE
weka;LUDecomposition;0;0;1;0;2;0;AggFE
weka;SparseInstance;0;1;1;0;13;0;HetAgg
weka;Center;0;1;1;0;2;0;HetAgg
weka;LinkedList2;0;0;1;0;2;0;AggFE
weka;QRDecomposition;0;0;1;0;2;0;AggFE
weka;EstimatorUtils;0;0;1;0;1;0;UniqueFE
weka;PairedStats;0;0;1;0;5;0;AggFE
weka;ResultMatrixCSV;0;1;1;0;3;0;HetAgg
weka;NumericToBinary;0;1;1;0;3;0;HetAgg
weka;DiscreteEstimatorBayes;0;1;1;0;1;0;HetAgg
weka;SimulatedAnnealing;0;1;1;0;4;0;HetAgg
weka;SimpleLinearRegression;0;1;1;0;3;0;HetAgg
weka;SimpleMI;0;1;1;1;7;2;HetAgg
weka;PairedStatsCorrected;0;0;1;0;1;0;UniqueFE
weka;FirstOrder;0;1;1;0;2;0;HetAgg
weka;NeighborList;0;0;1;0;7;0;AggFE
weka;Regression;0;0;1;1;4;1;HetAgg
weka;EvalWithDelete;0;0;1;0;1;0;UniqueFE
weka;ZeroR;0;0;1;0;2;0;AggFE
weka;LMTNode;0;1;1;0;4;0;HetAgg
weka;CholeskyDecomposition;0;0;1;0;2;0;AggFE
weka;Matrix;0;0;1;0;16;0;AggFE
weka;RandomVariates;0;0;1;0;1;0;UniqueFE
weka;ResultMatrixHTML;0;1;1;0;3;0;HetAgg
weka;Stats;0;0;1;0;2;0;AggFE
weka;MultiInstanceToPropositional;0;1;1;0;4;0;HetAgg
weka;StringToNominal;0;1;1;0;3;0;HetAgg
weka;TreeBuild;0;0;1;0;5;0;AggFE
weka;ADNode;0;0;1;0;2;0;AggFE
weka;ClassBalancedND;0;1;1;0;3;0;HetAgg
weka;END;0;1;1;0;3;0;HetAgg
weka;Grading;0;1;1;0;2;0;HetAgg
weka;FTInnerNode;0;1;1;1;2;1;HetAgg
weka;FTNode;0;1;1;1;2;1;HetAgg
weka;CorrelationSplitInfo;0;0;1;1;1;1;HetAgg
weka;CLOPE;0;1;1;0;2;0;HetAgg
weka;Parser;0;0;1;0;2;0;AggFE
weka;MedianOfWidestDimension;0;1;1;0;3;0;HetAgg
weka;XMLSerializationMethodHandler;0;0;1;0;2;0;AggFE
weka;OptionHandlerJavadoc;0;1;1;0;1;0;HetAgg
weka;AttrTypes;0;0;1;0;5;0;AggFE
weka;MyList;0;0;1;0;2;0;AggFE
weka;BayesNetRepresentation;0;1;1;0;4;0;HetAgg
weka;VaryNode;0;0;1;0;2;0;AggFE
weka;MultiBoostAB;0;1;1;0;1;0;HetAgg
weka;ClassifierDecList;0;0;1;0;1;0;UniqueFE
weka;PrismRule;0;1;1;0;1;0;HetAgg
weka;PredictionNode;0;0;1;0;3;0;AggFE
weka;DecisionStump;0;1;1;0;2;0;HetAgg
weka;LADInstance;0;1;1;0;1;0;HetAgg
weka;ResultVectorTableModel;0;0;1;0;1;0;UniqueFE
weka;MyHeap;0;0;1;0;16;0;AggFE
weka;Interval;0;0;1;0;1;0;UniqueFE
weka;Value;0;0;1;0;1;0;UniqueFE
weka;AlgVector;0;0;1;0;1;0;UniqueFE
weka;AttributeLocator;0;0;1;0;1;0;UniqueFE
weka;RevisionUtils;0;0;1;0;2;0;AggFE
weka;KernelEstimator;0;1;1;0;2;0;HetAgg
weka;PropositionalToMultiInstance;0;1;1;0;5;0;HetAgg
weka;AddClassificationTest;0;1;1;0;1;0;HetAgg
weka;ChisqMixture;0;1;1;0;4;0;HetAgg
weka;RBFNetwork;0;1;1;0;2;0;HetAgg
weka;ND;0;1;1;0;5;0;HetAgg
weka;Committee;0;0;1;0;2;0;AggFE
weka;MIPolyKernel;0;1;1;0;2;0;HetAgg
weka;FTLeavesNode;0;1;1;1;1;1;HetAgg
weka;Distribution;0;0;1;0;2;0;AggFE
weka;TopDownConstructor;0;1;1;0;2;0;HetAgg
weka;Memory;0;0;1;0;3;0;AggFE
weka;SelectedTag;0;0;1;0;2;0;AggFE
weka;SerializedObject;0;0;1;0;1;0;UniqueFE
weka;KKConditionalEstimator;0;0;1;0;1;0;UniqueFE
weka;MahalanobisEstimator;0;0;1;0;3;0;AggFE
weka;CSVResultListener;0;0;1;0;1;0;UniqueFE
weka;StratifiedRemoveFolds;0;1;1;0;2;0;HetAgg
weka;AddExpression;0;1;1;0;2;0;HetAgg
weka;MergeTwoValues;0;1;1;0;2;0;HetAgg
weka;RemoveType;0;1;1;0;4;0;HetAgg
weka;RemoveFolds;0;1;1;0;2;0;HetAgg
weka;RemoveRange;0;1;1;0;2;0;HetAgg
weka;SimpleBatchFilter;0;0;1;0;1;0;UniqueFE
weka;SimpleStreamFilter;0;0;1;0;1;0;UniqueFE
weka;InstanceStreamToBatchMaker;0;0;1;0;1;0;UniqueFE
weka;GOETreeNode;0;0;1;0;1;0;UniqueFE
weka;ThresholdSelectorTest;0;1;1;1;2;1;HetAgg
weka;MergeTwoValuesTest;0;1;1;0;2;0;HetAgg
weka;RuleItem;0;0;1;0;4;0;AggFE
weka;SimpleEstimator;0;0;1;0;2;0;AggFE
weka;GlobalScoreSearchAlgorithm;0;1;1;0;5;0;HetAgg
weka;K2;0;0;1;0;2;0;AggFE
weka;ActionQuit;0;0;1;0;1;0;UniqueFE
weka;MixtureDistribution;0;0;1;0;1;0;UniqueFE
weka;IsotonicRegression;0;0;1;1;2;1;HetAgg
weka;NeuralEnd;0;1;1;0;1;0;HetAgg
weka;CacheTable;0;0;1;0;4;0;AggFE
weka;Grid;0;0;1;0;2;0;AggFE
weka;Stacking;0;1;1;0;1;0;HetAgg
weka;HyperPipe;0;0;1;0;1;0;UniqueFE
weka;HyperPipes;0;0;1;0;3;0;AggFE
weka;ClassifierTree;0;0;1;0;3;0;AggFE
weka;YongSplitInfo;0;0;1;0;1;0;UniqueFE
weka;AbstractClusterer;0;0;1;0;2;0;AggFE
weka;XRFFLoader;0;1;1;0;1;0;HetAgg
weka;BottomUpConstructor;0;1;1;0;3;0;HetAgg
weka;Trie;0;0;1;0;3;0;AggFE
weka;ResultMatrixGnuPlot;0;1;1;1;2;1;HetAgg
weka;AddCluster;0;1;1;0;2;0;HetAgg
weka;TestSetMaker;0;1;1;0;3;0;HetAgg
weka;TrainingSetMaker;0;1;1;0;2;0;HetAgg
weka;BoundaryVisualizer;0;0;1;0;2;0;AggFE
weka;ResultSetTableModel;0;0;1;0;2;0;AggFE
weka;VisualizePanel;0;1;1;1;5;1;HetAgg
weka;ComponentHelper;0;0;1;0;4;0;AggFE
weka;WekaTaskMonitor;0;0;1;0;1;0;UniqueFE
weka;AbstractFileConverterTest;0;1;1;0;1;0;HetAgg
weka;SwapValuesTest;0;1;1;0;2;0;HetAgg
weka;RemoveFrequentValuesTest;0;1;1;0;1;0;HetAgg
weka;AbstractAssociator;0;0;1;0;1;0;UniqueFE
weka;ASEvaluation;0;0;1;0;1;0;UniqueFE
weka;BMAEstimator;0;0;1;1;2;1;HetAgg
weka;MultiNomialBMAEstimator;0;0;1;0;2;0;AggFE
weka;TabuSearch;0;0;1;0;4;0;AggFE
weka;Cache;0;0;1;0;3;0;AggFE
weka;ActionDeleteArc;0;0;1;0;1;0;UniqueFE
weka;ActionSave;0;0;1;0;1;0;UniqueFE
weka;GraphVisualizerMouseListener;0;0;1;0;1;0;UniqueFE
weka;NaiveBayesMultinomial;0;1;1;0;2;0;HetAgg
weka;CostCurve;0;0;1;0;2;0;AggFE
weka;SigmoidUnit;0;0;1;0;3;0;AggFE
weka;DiscreteFunction;0;0;1;0;3;0;AggFE
weka;SMOset;0;1;1;0;1;0;HetAgg
weka;AdditiveRegression;0;1;1;0;2;0;HetAgg
weka;Performance;0;0;1;0;1;0;UniqueFE
weka;OrdinalClassClassifier;0;1;1;0;1;0;HetAgg
weka;StackingC;0;1;1;0;2;0;HetAgg
weka;Exemplar;0;1;1;0;1;0;HetAgg
weka;M5P;0;1;1;0;1;0;HetAgg
weka;SerializedInstancesSaver;0;1;1;0;2;0;HetAgg
weka;BallNode;0;0;1;0;2;0;AggFE
weka;MyIdxList;0;1;1;0;1;0;HetAgg
weka;KMeansInpiredMethod;0;1;1;0;1;0;HetAgg
weka;MidPointOfWidestDimension;0;0;1;0;1;0;UniqueFE
weka;Environment;0;0;1;0;1;0;UniqueFE
weka;Tee;0;0;1;0;1;0;UniqueFE
weka;LED24;0;1;1;0;1;0;HetAgg
weka;AddID;0;1;1;0;3;0;HetAgg
