system;class;lc;rb;fe;lm;nfe;nlm;classification
tapestry;InternalUtils;1;0;1;0;10;0;HetAgg
tapestry;ComponentClassResolverImpl;1;0;1;0;4;0;HetAgg
tapestry;TemplateParserImplTest;1;1;1;0;2;0;HetAgg
tapestry;TapestryTestCase;1;1;0;0;0;0;HetAgg
tapestry;PageTester;1;0;1;0;4;0;HetAgg
tapestry;AbstractIntegrationTestSuite;1;1;0;0;0;0;HetAgg
tapestry;StaxTemplateParser;1;0;1;0;7;0;HetAgg
tapestry;DefaultModuleDefImpl;1;0;1;0;3;0;HetAgg
tapestry;TapestryModule;1;0;1;0;6;0;HetAgg
tapestry;ModuleImpl;1;0;1;0;3;0;HetAgg
tapestry;InternalUtilsTest;1;1;1;0;1;0;HetAgg
tapestry;ComponentReport;1;0;1;1;5;1;HetAgg
tapestry;InternalClassTransformationImpl;1;0;1;0;6;0;HetAgg
tapestry;RegistryImpl;1;0;1;0;1;0;HetAgg
tapestry;CachedForm;0;0;1;0;1;0;UniqueFE
tapestry;AppModule;0;0;1;0;8;0;AggFE
tapestry;JSONTokener;0;0;1;0;1;0;UniqueFE
tapestry;FieldValidatorSourceImpl;0;0;1;0;3;0;AggFE
tapestry;FilterMethodAnalyzer;0;0;1;0;1;0;UniqueFE
tapestry;ClassFactoryClassPool;0;0;1;0;2;0;AggFE
tapestry;InheritanceSearch;0;0;1;0;1;0;UniqueFE
tapestry;PropertyAdapterImpl;0;0;1;0;1;0;UniqueFE
tapestry;Form;0;0;1;0;1;0;UniqueFE
tapestry;OnEventWorker;0;0;1;1;2;1;HetAgg
tapestry;ExceptionAnalyzerImpl;0;0;1;0;1;0;UniqueFE
tapestry;TypeCoercerImpl;0;0;1;0;2;0;AggFE
tapestry;MultipartDecoderImpl;0;0;1;1;1;1;HetAgg
tapestry;GridColumns;0;0;1;0;2;0;AggFE
tapestry;RequestRenderer;0;0;1;1;2;1;HetAgg
tapestry;EnvironmentImpl;0;0;1;0;1;0;UniqueFE
tapestry;FieldValidatorDefaultSourceImpl;0;0;1;0;2;0;AggFE
tapestry;MetaDataLocatorImpl;0;0;1;0;1;0;UniqueFE
tapestry;ApplicationStateWorker;0;0;1;0;1;0;UniqueFE
tapestry;PageActivationContextWorker;0;0;1;0;1;0;UniqueFE
tapestry;ParameterWorker;0;0;1;0;2;0;AggFE
tapestry;DefaultPrimaryKeyEncoder;0;0;1;0;1;0;UniqueFE
tapestry;BridgeBuilder;0;0;1;0;4;0;AggFE
tapestry;LazyAdvisorImpl;0;0;1;0;1;0;UniqueFE
tapestry;ConstructorServiceCreator;0;0;1;0;1;0;UniqueFE
tapestry;OperationTrackerImpl;0;0;1;0;1;0;UniqueFE
tapestry;ServiceBinderImpl;0;0;1;0;4;0;AggFE
tapestry;AbstractSessionPersistentFieldStrategy;0;0;1;0;2;0;AggFE
tapestry;AliasManagerImpl;0;0;1;1;1;1;HetAgg
tapestry;ClientPersistentFieldStorageImpl;0;0;1;1;1;1;HetAgg
tapestry;ContextResource;0;0;1;0;2;0;AggFE
tapestry;CookiesImpl;0;0;1;0;4;0;AggFE
tapestry;RenderQueueImpl;0;0;1;0;1;0;UniqueFE
tapestry;InjectWorker;0;0;1;0;1;0;UniqueFE
tapestry;PropertyWorker;0;0;1;0;1;0;UniqueFE
tapestry;TransformMethodSignature;0;0;1;1;1;1;HetAgg
tapestry;ThunkCreatorImpl;0;0;1;0;1;0;UniqueFE
tapestry;ClasspathResource;0;0;1;0;1;0;UniqueFE
tapestry;EntrySet;0;0;1;0;2;0;AggFE
tapestry;Palette;0;1;1;0;1;0;HetAgg
tapestry;EmbeddedComponentAssemblerImpl;0;0;1;0;2;0;AggFE
tapestry;AbstractComponentMethodInvocation;0;0;1;0;2;0;AggFE
tapestry;ApplicationStackTraceElementAnalyzer;0;1;1;0;1;0;HetAgg
tapestry;ComponentEventImpl;0;0;1;0;1;0;UniqueFE
tapestry;ComponentEventLinkEncoderMethodAdvice;0;0;1;0;2;0;AggFE
tapestry;ComponentTemplateSourceImpl;0;1;1;0;1;0;HetAgg
tapestry;DocumentLinkerImpl;0;1;1;1;1;1;HetAgg
tapestry;FieldTranslatorSourceImpl;0;0;1;0;2;0;AggFE
tapestry;LinkSourceImpl;0;0;1;1;1;1;HetAgg
tapestry;ProxiesStackTraceElementAnalyzer;0;1;1;0;1;0;HetAgg
tapestry;TranslatorSourceImpl;0;0;1;0;1;0;UniqueFE
tapestry;InjectServiceWorker;0;0;1;0;1;0;UniqueFE
tapestry;MixinWorker;0;0;1;0;1;0;UniqueFE
tapestry;AutofocusValidationDecorator;0;0;1;0;1;0;UniqueFE
tapestry;SelectModelRenderer;0;1;1;1;2;1;HetAgg
tapestry;URLChangeTracker;0;0;1;0;1;0;UniqueFE
tapestry;AbstractSelectModel;0;1;1;0;2;0;HetAgg
tapestry;ComponentInstantiatorSourceImplTest;0;1;1;1;3;1;HetAgg
tapestry;PropertyConduitSourceImplTest;0;1;1;0;4;0;HetAgg
tapestry;LocaleUtilsTest;0;0;1;0;3;0;AggFE
tapestry;ChainBuilderImpl;0;0;1;0;2;0;AggFE
tapestry;MethodLogger;0;0;1;0;2;0;AggFE
tapestry;AdvisorStackBuilder;0;0;1;0;1;0;UniqueFE
tapestry;ClassFabUtils;0;0;1;0;1;0;UniqueFE
tapestry;TestBase;0;0;1;0;1;0;UniqueFE
tapestry;Position;0;0;1;0;1;0;UniqueFE
tapestry;BeanEditForm;0;0;1;0;1;0;UniqueFE
tapestry;Checkbox;0;0;1;1;1;1;HetAgg
tapestry;DefaultGridSortModel;0;0;1;0;2;0;AggFE
tapestry;AvailableRenderer;0;0;1;0;1;0;UniqueFE
tapestry;BlockInjectionProvider;0;0;1;0;1;0;UniqueFE
tapestry;ClasspathAssetAliasManagerImpl;0;0;1;0;1;0;UniqueFE
tapestry;ImmediateActionRenderResponseGenerator;0;0;1;0;1;0;UniqueFE
tapestry;PersistentFieldBundleImpl;0;0;1;0;1;0;UniqueFE
tapestry;InjectPageWorker;0;0;1;1;1;1;HetAgg
tapestry;UnclaimedFieldWorker;0;0;1;0;1;0;UniqueFE
tapestry;BigTypesFormatter;0;0;1;0;2;0;AggFE
tapestry;FormSupportImplTest;0;0;1;0;2;0;AggFE
tapestry;GridFormEncoderDemo;0;0;1;0;1;0;UniqueFE
tapestry;ToDoList;0;0;1;0;1;0;UniqueFE
tapestry;MusicLibraryParser;0;0;1;0;1;0;UniqueFE
tapestry;Rule7;0;0;1;0;1;0;UniqueFE
tapestry;BindingFactoryTest;0;0;1;0;1;0;UniqueFE
tapestry;MutableComponentModelImplTest;0;1;1;1;12;2;HetAgg
tapestry;ParserExperiment;0;0;1;0;2;0;AggFE
tapestry;ClassFabImpl;0;1;1;0;2;0;HetAgg
tapestry;ConstantInjectorImpl;0;0;1;0;1;0;UniqueFE
tapestry;LocalizedNameGenerator;0;0;1;0;1;0;UniqueFE
tapestry;TapestryIOCModule;0;0;1;0;2;0;AggFE
tapestry;CaseInsensitiveMap;0;0;1;0;2;0;AggFE
tapestry;Stack;0;0;1;0;1;0;UniqueFE
tapestry;ClassFabImplTest;0;1;1;1;3;1;HetAgg
tapestry;TypeCoercerImplTest;0;1;1;0;1;0;HetAgg
tapestry;ServiceBuilderMethodInvokerTest;0;1;1;1;8;1;HetAgg
tapestry;ServiceDecoratorImplTest;0;0;1;0;2;0;AggFE
tapestry;SpringModuleDefTest;0;0;1;0;1;0;UniqueFE
tapestry;Upload;0;1;1;1;1;1;HetAgg
tapestry;ParametersServletRequestWrapper;0;0;1;0;1;0;UniqueFE
tapestry;AbstractTextField;0;1;1;0;1;0;HetAgg
tapestry;AjaxFormLoop;0;0;1;0;1;0;UniqueFE
tapestry;PasswordField;0;0;1;0;1;0;UniqueFE
tapestry;TextArea;0;0;1;0;1;0;UniqueFE
tapestry;TextField;0;0;1;0;1;0;UniqueFE
tapestry;ComponentAssemblerImpl;0;0;1;0;1;0;UniqueFE
tapestry;RenderAttribute;0;0;1;0;2;0;AggFE
tapestry;PageElementFactoryImpl;0;1;1;1;1;1;HetAgg
tapestry;RequestPathOptimizerImpl;0;0;1;0;1;0;UniqueFE
tapestry;TemplateParserImpl;0;0;1;0;1;0;UniqueFE
tapestry;ComponentPageElementResourcesImpl;0;1;1;0;1;0;HetAgg
tapestry;NumericTranslatorSupportImpl;0;0;1;0;1;0;UniqueFE
tapestry;TapestryAppInitializer;0;0;1;0;1;0;UniqueFE
tapestry;LoopTest;0;0;1;1;2;1;HetAgg
tapestry;SelectTest;0;1;1;1;8;2;HetAgg
tapestry;SubmitTest;0;0;1;1;1;1;HetAgg
tapestry;InjectComponentDemo;0;0;1;0;1;0;UniqueFE
tapestry;ToDoDatabaseImpl;0;0;1;0;2;0;AggFE
tapestry;LocaleAppModule;0;0;1;0;1;0;UniqueFE
tapestry;ActionLinkTest;0;0;1;0;1;0;UniqueFE
tapestry;FormTest;0;0;1;0;1;0;UniqueFE
tapestry;IfTest;0;0;1;0;1;0;UniqueFE
tapestry;UnlessTest;0;0;1;0;1;0;UniqueFE
tapestry;IntegrationTests;0;1;1;0;3;0;HetAgg
tapestry;PageTesterTest;0;0;1;0;1;0;UniqueFE
tapestry;PropBindingFactoryTest;0;1;1;0;2;0;HetAgg
tapestry;AliasManagerImplTest;0;0;1;1;4;1;HetAgg
tapestry;AssetSourceImplTest;0;0;1;1;2;1;HetAgg
tapestry;BeanModelSourceImplTest;0;1;1;0;3;0;HetAgg
tapestry;ComponentTemplateSourceImplTest;0;1;1;1;1;1;HetAgg
tapestry;ComparableCookie;0;0;1;0;1;0;UniqueFE
tapestry;CookiesImplTest;0;0;1;0;1;0;UniqueFE
tapestry;FlashPersistentFieldStrategyTest;0;0;1;1;1;1;HetAgg
tapestry;LocalizationSetterImplTest;0;0;1;0;1;0;UniqueFE
tapestry;PageLocatorTest;0;0;1;0;1;0;UniqueFE
tapestry;PersistentFieldManagerImplTest;0;0;1;1;2;1;HetAgg
tapestry;RequestImplTest;0;0;1;0;1;0;UniqueFE
tapestry;ResourceCacheImplTest;0;0;1;0;2;0;AggFE
tapestry;SessionPersistentFieldStrategyTest;0;0;1;1;1;1;HetAgg
tapestry;TranslatorSourceImplTest;0;1;1;0;2;0;HetAgg
tapestry;InternalURLRewriterRule;0;0;1;0;1;0;UniqueFE
tapestry;ValidationMessagesSourceImplTest;0;1;1;0;1;0;HetAgg
tapestry;PageImplTest;0;0;1;1;1;1;HetAgg
tapestry;PageTesterSessionTest;0;0;1;0;4;0;AggFE
tapestry;ApplicationStateWorkerTest;0;0;1;1;1;1;HetAgg
tapestry;OptionGroupModelImplTest;0;0;1;0;1;0;UniqueFE
tapestry;OptionModelImplTest;0;0;1;0;1;0;UniqueFE
tapestry;ServletContextSymbolProviderTest;0;0;1;0;1;0;UniqueFE
tapestry;TapestryInternalUtilsTest;0;1;1;0;8;0;HetAgg
tapestry;AliasContributionTest;0;0;1;0;2;0;AggFE
tapestry;TransformMethodSignatureTest;0;1;1;0;6;0;HetAgg
tapestry;TransformUtilsTest;0;0;1;0;1;0;UniqueFE
tapestry;SimpleRequestWrapperTest;0;0;1;0;2;0;AggFE
tapestry;DefaultPrimaryKeyEncoderTest;0;1;1;0;3;0;HetAgg
tapestry;EnumSelectModelTest;0;1;1;0;4;0;HetAgg
tapestry;ContentTypeTest;0;0;1;0;4;0;AggFE
tapestry;ValidationTrackerImplTest;0;0;1;1;4;1;HetAgg
tapestry;ExceptionAnalysisImpl;0;0;1;0;1;0;UniqueFE
tapestry;ServiceMessages;0;0;1;0;1;0;UniqueFE
tapestry;MethodSignature;0;0;1;0;1;0;UniqueFE
tapestry;AbstractInvocationTest;0;0;1;0;1;0;UniqueFE
tapestry;AspectInterceptorBuilderImplTest;0;0;1;0;1;0;UniqueFE
tapestry;PropertyAccessImplTest;0;1;1;0;1;0;HetAgg
tapestry;StrategyBuilderImplTest;0;0;1;0;1;0;UniqueFE
tapestry;StringLocationTest;0;0;1;0;1;0;UniqueFE
tapestry;ThreadLocaleImplTest;0;0;1;0;2;0;AggFE
tapestry;LocationImplTest;0;0;1;0;3;0;AggFE
tapestry;DefaultModuleDefImplTest;0;1;1;0;5;0;HetAgg
tapestry;TestBaseTest;0;0;1;0;1;0;UniqueFE
tapestry;CaseInsensitiveMapTest;0;0;1;0;1;0;UniqueFE
tapestry;StrategyRegistryTest;0;0;1;0;1;0;UniqueFE
tapestry;RegistryBuilderTest;0;0;1;1;1;1;HetAgg
tapestry;MultipartDecoderImplTest;0;0;1;0;3;0;AggFE
tapestry;ParametersServletRequestWrapperTest;0;0;1;0;1;0;UniqueFE
tapestry;StackTraceElementClassConstants;0;1;0;0;0;0;UniqueRB
tapestry;PartialMarkupDocumentLinkerTest;0;1;0;0;0;0;UniqueRB
tapestry;MessagesSourceImplTest;0;1;0;0;0;0;UniqueRB
tapestry;FieldValidatorSourceImplTest;0;1;0;0;0;0;UniqueRB
tapestry;SymbolSourceImplTest;0;1;0;1;0;1;HetAgg
tapestry;HibernateTransactionDecoratorImplTest;0;1;0;0;0;0;UniqueRB
tapestry;DocumentLinker;0;1;0;0;0;0;UniqueRB
tapestry;EndElementToken;0;1;0;0;0;0;UniqueRB
tapestry;StartElementToken;0;1;0;0;0;0;UniqueRB
tapestry;RenderBodyElement;0;1;0;0;0;0;UniqueRB
tapestry;ValidatingMappedConfigurationWrapperTest;0;1;0;1;0;1;HetAgg
tapestry;CaptureRenderedDocument;0;1;0;0;0;0;UniqueRB
tapestry;MutableEmbeddedComponentModelImpl;0;1;0;0;0;0;UniqueRB
tapestry;DateFieldDemo;0;1;0;0;0;0;UniqueRB
tapestry;ComponentPageElement;0;1;0;0;0;0;UniqueRB
tapestry;ComponentPageElementResources;0;1;0;0;0;0;UniqueRB
tapestry;CommentPageElement;0;1;0;0;0;0;UniqueRB
tapestry;TextPageElement;0;1;0;0;0;0;UniqueRB
tapestry;ComponentPageElementResourcesSource;0;1;0;0;0;0;UniqueRB
tapestry;DTDPageElement;0;1;0;0;0;0;UniqueRB
tapestry;ShowSelection;0;1;0;0;0;0;UniqueRB
tapestry;StartElementPageElement;0;1;0;0;0;0;UniqueRB
tapestry;BodyPageElement;0;1;0;0;0;0;UniqueRB
tapestry;ComponentPageElementResourcesSourceImpl;0;1;0;0;0;0;UniqueRB
tapestry;ExpansionPageElement;0;1;0;0;0;0;UniqueRB
tapestry;SelectModelImpl;0;1;0;0;0;0;UniqueRB
tapestry;NumberSelect;0;1;0;0;0;0;UniqueRB
tapestry;PrefixCheckStackTraceElementAnalyzer;0;1;0;0;0;0;UniqueRB
tapestry;ComponentMessagesSourceImpl;0;1;0;0;0;0;UniqueRB
tapestry;ExpansionPageElementImplTest;0;1;0;0;0;0;UniqueRB
tapestry;DateFieldAjaxFormLoop;0;1;0;0;0;0;UniqueRB
tapestry;PaletteDemo;0;1;0;0;0;0;UniqueRB
tapestry;Document;0;1;0;1;0;1;HetAgg
tapestry;PageElementFactory;0;1;0;0;0;0;UniqueRB
tapestry;PartialMarkupDocumentLinker;0;1;0;0;0;0;UniqueRB
tapestry;ComponentClassResolverImplTest;0;1;0;1;0;1;HetAgg
tapestry;AdditionalIntegrationTests;0;1;0;0;0;0;UniqueRB
tapestry;PageDocumentGeneratorImpl;0;1;0;0;0;0;UniqueRB
tapestry;DateField;0;1;0;0;0;0;UniqueRB
tapestry;PageRenderDispatcherTest;0;1;0;1;0;3;HetAgg
tapestry;ValidationMessagesSourceImpl;0;1;0;0;0;0;UniqueRB
tapestry;SelectedRenderer;0;1;0;0;0;0;UniqueRB
tapestry;UploadBasePage;0;1;0;0;0;0;UniqueRB
tapestry;UploadedFileItemTest;0;1;0;0;0;0;UniqueRB
tapestry;MessagesSourceImpl;0;1;0;0;0;0;UniqueRB
tapestry;Select;0;1;0;1;0;1;HetAgg
tapestry;LinkSourceImplTest;0;1;0;0;0;0;UniqueRB
tapestry;EnumSelectModel;0;1;0;0;0;0;UniqueRB
tapestry;UploadIntegrationTest;0;1;0;0;0;0;UniqueRB
tapestry;FieldTranslatorSourceImplTest;0;1;0;0;0;0;UniqueRB
tapestry;ComponentInstantiatorSourceImpl;0;1;0;1;0;1;HetAgg
tapestry;UploadTest;0;1;0;0;0;0;UniqueRB
tapestry;RunJettyUpload;0;1;0;0;0;0;UniqueRB
tapestry;UploadEvents;0;1;0;0;0;0;UniqueRB
tapestry;UploadedFile;0;1;0;0;0;0;UniqueRB
tapestry;UploadSymbols;0;1;0;0;0;0;UniqueRB
tapestry;UploadModule;0;1;0;0;0;0;UniqueRB
tapestry;ComponentEventImplTest;0;1;0;1;0;1;HetAgg
tapestry;UploadExceptionFilter;0;1;0;0;0;0;UniqueRB
tapestry;UploadMessages;0;1;0;0;0;0;UniqueRB
tapestry;UploadedFileItem;0;1;0;0;0;0;UniqueRB
tapestry;FieldValidationSupportImplTest;0;1;0;0;0;0;UniqueRB
tapestry;DocumentLinkerImplTest;0;1;0;0;0;0;UniqueRB
tapestry;MarkupWriterImplTest;0;1;0;0;0;0;UniqueRB
tapestry;TapestrySpringIntegrationTest;0;1;0;0;0;0;UniqueRB
tapestry;PageElementFactoryImplTest;0;1;0;1;0;1;HetAgg
tapestry;IOCInternalTestCase;0;1;0;0;0;0;UniqueRB
tapestry;SelectModel;0;1;0;0;0;0;UniqueRB
tapestry;RenderSupportImplTest;0;1;0;1;0;1;HetAgg
tapestry;SelectModelVisitor;0;1;0;0;0;0;UniqueRB
tapestry;MethodSignatureTest;0;1;0;0;0;0;UniqueRB
tapestry;ClientElement;0;1;0;0;0;0;UniqueRB
tapestry;ComponentMessagesSourceImplTest;0;1;0;0;0;0;UniqueRB
tapestry;InheritanceSearchTest;0;1;0;0;0;0;UniqueRB
tapestry;OrdererTest;0;1;0;0;0;0;UniqueRB
tapestry;PageRenderLinkSourceImplTest;0;1;0;1;0;1;HetAgg
tapestry;PageDocumentGenerator;0;1;0;0;0;0;UniqueRB
tapestry;StackTraceElementAnalyzer;0;1;0;0;0;0;UniqueRB
tapestry;ServiceResourcesImpl;0;1;0;0;0;0;UniqueRB
tapestry;ComponentEventDispatcherTest;0;1;0;1;0;1;HetAgg
tapestry;ConcurrentBarrierTest;0;1;0;0;0;0;UniqueRB
tapestry;AbstractMarkupModel;0;0;0;1;0;1;UniqueLM
tapestry;AssetDispatcher;0;0;0;1;0;1;UniqueLM
tapestry;PagePoolCache;0;0;0;1;0;1;UniqueLM
tapestry;Output;0;0;0;1;0;1;UniqueLM
tapestry;BindingSourceImpl;0;0;0;1;0;2;AggLM
tapestry;AbstractPropertyOutput;0;0;0;1;0;1;UniqueLM
tapestry;Errors;0;0;0;1;0;1;UniqueLM
tapestry;AjaxComponentEventRequestHandler;0;0;0;1;0;1;UniqueLM
tapestry;ComponentEventRequestHandlerImpl;0;0;0;1;0;1;UniqueLM
tapestry;ContentType;0;0;0;1;0;1;UniqueLM
tapestry;RandomDataSource;0;0;0;1;0;1;UniqueLM
tapestry;Submit;0;0;0;1;0;1;UniqueLM
tapestry;ComponentSourceImpl;0;0;0;1;0;1;UniqueLM
tapestry;IgnoredPathsFilter;0;0;0;1;0;1;UniqueLM
tapestry;PageActivationContextCollectorImpl;0;0;0;1;0;1;UniqueLM
tapestry;ComponentWorker;0;0;0;1;0;1;UniqueLM
tapestry;DefaultValidationDecorator;0;0;0;1;0;1;UniqueLM
tapestry;ClientDataEncoderTest;0;0;0;1;0;1;UniqueLM
tapestry;CollectionFactoryTest;0;0;0;1;0;1;UniqueLM
tapestry;AbstractLink;0;0;0;1;0;1;UniqueLM
tapestry;LinkSubmit;0;0;0;1;0;1;UniqueLM
tapestry;EventContextRenderer;0;0;0;1;0;1;UniqueLM
tapestry;ListRenderer;0;0;0;1;0;1;UniqueLM
tapestry;ClientBehaviorSupportImpl;0;0;0;1;0;1;UniqueLM
tapestry;MarkupWriterImpl;0;0;0;1;0;2;AggLM
tapestry;InjectComponentWorker;0;0;0;1;0;1;UniqueLM
tapestry;FormFragment;0;0;0;1;0;1;UniqueLM
tapestry;Hidden;0;0;0;1;0;1;UniqueLM
tapestry;RadioGroup;0;0;0;1;0;1;UniqueLM
tapestry;Zone;0;0;0;1;0;1;UniqueLM
tapestry;PageRenderQueueImpl;0;0;0;1;0;1;UniqueLM
tapestry;PageResponseRendererImpl;0;0;0;1;0;1;UniqueLM
tapestry;MultiZoneUpdateEventResultProcessor;0;0;0;1;0;1;UniqueLM
tapestry;BeanEditorTest;0;0;0;1;0;1;UniqueLM
tapestry;PropertyEditorTest;0;0;0;1;0;1;UniqueLM
tapestry;ObjectComponentEventResultProcessorTest;0;0;0;1;0;1;UniqueLM
tapestry;InjectWorkerTest;0;0;0;1;0;1;UniqueLM
tapestry;RegexpTest;0;0;0;1;0;1;UniqueLM
tapestry;PropertyShadowBuilderImplTest;0;0;0;1;0;1;UniqueLM
tapestry;FormInjector;0;0;0;1;0;1;UniqueLM
tapestry;AnyTest;0;0;0;1;0;1;UniqueLM
tapestry;OutputTest;0;0;0;1;0;1;UniqueLM
tapestry;AjaxComponentInstanceEventResultProcessorTest;0;0;0;1;0;1;UniqueLM
tapestry;AliasImplTest;0;0;0;1;0;1;UniqueLM
tapestry;AssetDispatcherTest;0;0;0;1;0;1;UniqueLM
tapestry;AssetInjectionProviderTest;0;0;0;1;0;1;UniqueLM
tapestry;BeanBlockSourceImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ClasspathAssetFactoryTest;0;0;0;1;0;1;UniqueLM
tapestry;ComponentDefaultProviderImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ComponentInstanceResultProcessorTest;0;0;0;1;0;1;UniqueLM
tapestry;ComponentSourceImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ContextAssetFactoryTest;0;0;0;1;0;1;UniqueLM
tapestry;DefaultInjectionProviderTest;0;0;0;1;0;1;UniqueLM
tapestry;FieldValidatorDefaultSourceImplTest;0;0;0;1;0;1;UniqueLM
tapestry;IgnoredPathsFilterTest;0;0;0;1;0;1;UniqueLM
tapestry;JSONArrayEventResultProcessorTest;0;0;0;1;0;1;UniqueLM
tapestry;MetaDataLocatorImplTest;0;0;0;1;0;1;UniqueLM
tapestry;PageActivationContextCollectorImplTest;0;0;0;1;0;1;UniqueLM
tapestry;PagePoolCacheTest;0;0;0;1;0;1;UniqueLM
tapestry;PagePoolImplTest;0;0;0;1;0;1;UniqueLM
tapestry;PageTemplateLocatorImplTest;0;0;0;1;0;1;UniqueLM
tapestry;RequestPageCacheImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ResponseRendererImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ServiceAnnotationObjectProviderTest;0;0;0;1;0;1;UniqueLM
tapestry;SessionApplicationStatePersistenceStrategyTest;0;0;0;1;0;1;UniqueLM
tapestry;StaticFilesFilterTest;0;0;0;1;0;2;AggLM
tapestry;BlockImplTest;0;0;0;1;0;1;UniqueLM
tapestry;InternalComponentResourcesImplTest;0;0;0;1;0;1;UniqueLM
tapestry;InjectComponentWorkerTest;0;0;0;1;0;1;UniqueLM
tapestry;MetaWorkerTest;0;0;0;1;0;1;UniqueLM
tapestry;PageActivationContextWorkerTest;0;0;0;1;0;1;UniqueLM
tapestry;RenderPhaseMethodWorkerTest;0;0;0;1;0;1;UniqueLM
tapestry;AutofocusValidationDecoratorTest;0;0;0;1;0;1;UniqueLM
tapestry;PrimaryKeyEncoder2ValueEncoderTest;0;0;0;1;0;1;UniqueLM
tapestry;DefaultValidationDecoratorTest;0;0;0;1;0;1;UniqueLM
tapestry;HibernateSessionSourceImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ExceptionAnalyzerImplTest;0;0;0;1;0;1;UniqueLM
tapestry;JustInTimeObjectCreatorTest;0;0;0;1;0;1;UniqueLM
tapestry;MasterObjectProviderImplTest;0;0;0;1;0;1;UniqueLM
tapestry;RegistryShutdownHubImplTest;0;0;0;1;0;1;UniqueLM
tapestry;RegistryStartupTest;0;0;0;1;0;1;UniqueLM
tapestry;SymbolObjectProviderTest;0;0;0;1;0;1;UniqueLM
tapestry;ValueObjectProviderTest;0;0;0;1;0;1;UniqueLM
tapestry;ContributionDefImplTest;0;0;0;1;0;1;UniqueLM
tapestry;ModuleImplTest;0;0;0;1;0;1;UniqueLM
tapestry;MethodIteratorTest;0;0;0;1;0;1;UniqueLM
tomcat;BaseDirContext;1;0;1;0;8;0;HetAgg
tomcat;RemoteIpFilter;1;0;1;1;1;2;HetAgg
tomcat;ServerLifecycleListener;1;0;1;1;14;1;HetAgg
tomcat;FileUploadBase;1;0;0;0;0;0;UniqueLC
tomcat;WARDirContext;1;1;1;0;3;0;HetAgg
tomcat;TldConfig;1;0;0;0;0;0;UniqueLC
tomcat;Response;1;0;1;0;2;0;HetAgg
tomcat;Parameters;1;0;1;0;6;0;HetAgg
tomcat;ExtensionValidator;1;0;0;0;0;0;UniqueLC
tomcat;ServerCookie;1;0;1;0;1;0;HetAgg
tomcat;IntrospectionUtils;1;0;1;0;16;0;HetAgg
tomcat;Embedded;1;1;1;0;5;0;HetAgg
tomcat;LoadTest;1;0;1;0;2;0;HetAgg
tomcat;ELParser;1;0;1;0;9;0;HetAgg
tomcat;Cookies;1;0;1;0;1;0;HetAgg
tomcat;ServiceRefFactory;1;0;0;0;0;0;UniqueLC
tomcat;CustomTag;1;1;1;0;1;0;HetAgg
tomcat;Tomcat;1;0;1;0;4;0;HetAgg
tomcat;WebXml;1;0;1;0;8;0;HetAgg
tomcat;MBeanUtils;1;0;1;0;15;0;HetAgg
tomcat;CoordinationDemo;1;0;1;0;3;0;HetAgg
tomcat;Request;1;0;1;1;7;1;HetAgg
tomcat;ELArithmetic;1;0;0;0;0;0;UniqueLC
tomcat;SecurityConstraint;1;0;1;0;5;0;HetAgg
tomcat;MemoryUserDatabase;1;1;0;0;0;0;HetAgg
tomcat;Connector;1;1;1;0;2;0;HetAgg
tomcat;ELSupport;1;0;1;0;3;0;HetAgg
tomcat;MBeanFactory;1;0;1;0;2;0;HetAgg
tomcat;HostConfig;1;0;1;0;3;0;HetAgg
tomcat;NamingResources;1;0;1;0;7;0;HetAgg
tomcat;SecurityCollection;1;0;1;0;8;0;HetAgg
tomcat;Bootstrap;1;0;1;1;5;1;HetAgg
tomcat;Arrays;1;0;1;0;4;0;HetAgg
tomcat;JspUtil;1;0;1;1;1;1;HetAgg
tomcat;SessionUtils;1;0;0;1;0;2;HetAgg
tomcat;JspRuntimeContext;1;0;0;1;0;1;HetAgg
tomcat;ParallelNioSender;1;1;1;1;1;1;HetAgg
tomcat;Catalina;1;0;1;0;2;0;HetAgg
tomcat;NioSender;1;1;1;0;3;0;HetAgg
tomcat;MapperListener;1;0;1;1;4;1;HetAgg
tomcat;SelectorContext;1;0;1;0;3;0;HetAgg
tomcat;SSIServletExternalResolver;1;0;1;0;2;0;HetAgg
tomcat;NioReceiver;1;1;1;1;3;1;HetAgg
tomcat;InternalAprInputBuffer;1;1;1;0;1;0;HetAgg
tomcat;Digester;1;0;1;1;10;1;HetAgg
tomcat;ApplicationFilterChain;1;0;0;1;0;2;HetAgg
tomcat;SSIProcessor;1;0;0;1;0;1;HetAgg
tomcat;FastQueue;1;0;0;1;0;1;HetAgg
tomcat;DefaultInstanceManager;1;0;1;0;2;0;HetAgg
tomcat;ClassLoaderLogManager;1;0;1;1;2;1;HetAgg
tomcat;SSIMediator;1;0;1;0;3;0;HetAgg
tomcat;ManagerServlet;1;1;1;0;6;0;HetAgg
tomcat;InternalInputBuffer;1;0;1;0;2;0;HetAgg
tomcat;FormAuthenticator;1;1;0;0;0;0;HetAgg
tomcat;UDecoder;1;0;1;0;4;0;HetAgg
tomcat;ReceiverBase;1;0;1;0;1;0;HetAgg
